S11  X,S11  YRe,S11  YReImag
1000000000,-0.936170624267736,0.3514082492372249
1023333333.333333,-0.9326889478028522,0.3605246152999061
1046666666.666667,-0.9290768034870062,0.3697079454842637
1070000000,-0.9253297254495606,0.3789601095919626
1093333333.333333,-0.9214430015677267,0.38828298547338
1116666666.666667,-0.9174116582619852,0.3976784559603597
1140000000,-0.9132304441360628,0.4071484052243756
1163333333.333333,-0.9088938123671975,0.4166947144760531
1186666666.666667,-0.9043959017445606,0.4263192569097342
1210000000,-0.8997305162453054,0.4360238917826601
1233333333.333333,-0.8948911030287512,0.4458104575021111
1256666666.666666,-0.8898707287197383,0.4556807635751509
1280000000,-0.8846620538422022,0.4656365812540863
1303333333.333333,-0.8792573052535952,0.4756796326859362
1326666666.666666,-0.8736482464200055,0.4858115783455801
1349999999.999999,-0.8678261453608298,0.496034002499237
1373333333.333333,-0.8617817400808303,0.5063483964068175
1396666666.666666,-0.85550520129661,0.5167561389276913
1419999999.999999,-0.8489860922543266,0.5272584741436073
1443333333.333332,-0.8422133254263164,0.5378564855538068
1466666666.666666,-0.8351751158668275,0.5485510663295887
1489999999.999999,-0.8278589310021007,0.5593428850372658
1513333333.333332,-0.8202514366286516,0.5702323461480191
1536666666.666665,-0.8123384388971749,0.581219544548747
1559999999.999999,-0.8041048220698132,0.5923042131475161
1583333333.333332,-0.7955344818578601,0.6034856625283167
1606666666.666665,-0.7866102541782545,0.6147627114498161
1629999999.999998,-0.7773138392141459,0.6261336067987722
1653333333.333332,-0.7676257207321064,0.6375959313974807
1676666666.666665,-0.7575250807021892,0.6491464978225776
1699999999.999998,-0.7469897093944877,0.6607812261160689
1723333333.333331,-0.7359959112966196,0.6724950029548346
1746666666.666665,-0.7245184074224834,0.6842815194884385
1769999999.999998,-0.7125302348785532,0.6961330846536563
1793333333.333331,-0.7000026449383174,0.7080404103253518
1816666666.666664,-0.6869050013711422,0.7199923641662963
1839999999.999998,-0.6732046814070374,0.7319756854948488
1863333333.333331,-0.6588669825281368,0.7439746589043484
1886666666.666664,-0.643855039303284,0.7559707397525509
1909999999.999997,-0.6281297557747569,0.7679421250124085
1933333333.333331,-0.6116497605264335,0.7798632623675382
1956666666.666664,-0.5943713935818764,0.7917042898935555
1979999999.999997,-0.5762487367810449,0.8034303982591935
2003333333.33333,-0.5572337023578947,0.8150011072083656
2026666666.666664,-0.5372761981879548,0.8263694482864046
2049999999.999997,-0.5163243926969672,0.8374810465450747
2073333333.33333,-0.4943251078129307,0.8482730955658788
2096666666.666663,-0.4712243746738467,0.8586732229329617
2119999999.999997,-0.4469681940902063,0.8685982477288233
